county,color,id
"Harmon, OK",#2FC169,c40057
"Muskogee, OK",#2FC169,c40101
"McIntosh, OK",#2FC169,c40091
"Hughes, OK",#54CC84,c40063
"Seminole, OK",#2FC169,c40133
"Pottawatomie, OK",#2FC169,c40125
"Cleveland, OK",#0CA44D,c40027
"McClain, OK",#2FC169,c40087
"Grady, OK",#0CA44D,c40051
"Caddo, OK",#0CA44D,c40015
"Canadian, OK",#0CA44D,c40017
"Oklahoma, OK",#2FC169,c40109
"Lincoln, OK",#2FC169,c40081
"Okfuskee, OK",#2FC169,c40107
"Okmulgee, OK",#2FC169,c40111
"Wagoner, OK",#2FC169,c40145
"Rogers, OK",#2FC169,c40131
"Nowata, OK",#54CC84,c40105
"Washington, OK",#2FC169,c40147
"Tulsa, OK",#0CA44D,c40143
"Creek, OK",#54CC84,c40037
"Payne, OK",#2FC169,c40119
"Logan, OK",#2FC169,c40083
"Kingfisher, OK",#2FC169,c40073
"Blaine, OK",#2FC169,c40011
"Washita, OK",#2FC169,c40149
"Beckham, OK",#2FC169,c40009
"Custer, OK",#2FC169,c40039
"Dewey, OK",#2FC169,c40043
"Roger Mills, OK",#2FC169,c40129
"Ellis, OK",#2FC169,c40045
"Woodward, OK",#54CC84,c40153
"Major, OK",#2FC169,c40093
"Garfield, OK",#0CA44D,c40047
"Noble, OK",#54CC84,c40103
"Pawnee, OK",#2FC169,c40117
"Osage, OK",#2FC169,c40113
"Kay, OK",#2FC169,c40071
"Grant, OK",#0CA44D,c40053
"Alfalfa, OK",#0F934A,c40003
"Woods, OK",#54CC84,c40151
"Harper, OK",#2FC169,c40059
"Beaver, OK",#2FC169,c40007
"Clatsop, OR",#0CA44D,c41007
"Columbia, OR",#54CC84,c41009
"Curry, OR",#2FC169,c41015
"Coos, OR",#54CC84,c41011
"Josephine, OR",#2FC169,c41033
"Jackson, OR",#2FC169,c41029
"Douglas, OR",#2FC169,c41019
"Klamath, OR",#2FC169,c41035
"Lake, OR",#2FC169,c41037
"Harney, OR",#2FC169,c41025
"Malheur, OR",#2FC169,c41045
"Baker, OR",#2FC169,c41001
"Wallowa, OR",#2FC169,c41063
"Union, OR",#137046,c41061
"Grant, OR",#0CA44D,c41023
"Wheeler, OR",#2FC169,c41069
"Crook, OR",#54CC84,c41013
"Deschutes, OR",#2FC169,c41017
"Jefferson, OR",#2FC169,c41031
"Linn, OR",#2FC169,c41043
"Lane, OR",#2FC169,c41039
"Benton, OR",#2FC169,c41003
"Lincoln, OR",#2FC169,c41041
"Polk, OR",#2FC169,c41053
"Yamhill, OR",#2FC169,c41071
"Marion, OR",#2FC169,c41047
"Clackamas, OR",#0CA44D,c41005
"Umatilla, OR",#137046,c41059
"Morrow, OR",#2FC169,c41049
"Gilliam, OR",#0CA44D,c41021
"Sherman, OR",#2FC169,c41055
"Wasco, OR",#2FC169,c41065
"Hood River, OR",#54CC84,c41027
"Multnomah, OR",#2FC169,c41051
"Washington, OR",#2FC169,c41067
"Tillamook, OR",#FFFFFF,c41057
"Philadelphia, PA",#2FC169,c42101
"Bucks, PA",#2FC169,c42017
"Greene, PA",#0CA44D,c42059
"Fayette, PA",#2FC169,c42051
"Washington, PA",#2FC169,c42125
"Allegheny, PA",#0F934A,c42003
"Beaver, PA",#2FC169,c42007
"Lawrence, PA",#2FC169,c42073
"Butler, PA",#2FC169,c42019
"Armstrong, PA",#0CA44D,c42005
"Clarion, PA",#0CA44D,c42031
"Forest, PA",#2FC169,c42053
"Venango, PA",#0F934A,c42121
"Mercer, PA",#2FC169,c42085
"Crawford, PA",#54CC84,c42039
"Erie, PA",#2FC169,c42049
"Westmoreland, PA",#2FC169,c42129
"Indiana, PA",#2FC169,c42063
"Jefferson, PA",#2FC169,c42065
"Warren, PA",#2FC169,c42123
"McKean, PA",#2FC169,c42083
"Cameron, PA",#0CA44D,c42023
"Elk, PA",#2FC169,c42047
"Clearfield, PA",#0CA44D,c42033
"Blair, PA",#2FC169,c42013
"Cambria, PA",#0CA44D,c42021
"Somerset, PA",#2FC169,c42111
"Bedford, PA",#2FC169,c42009
"Fulton, PA",#2FC169,c42057
"Huntingdon, PA",#54CC84,c42061
"Franklin, PA",#2FC169,c42055
"Mifflin, PA",#2FC169,c42087
"Potter, PA",#2FC169,c42105
"Clinton, PA",#0CA44D,c42035
"Centre, PA",#0CA44D,c42027
"Union, PA",#137046,c42119
"Montour, PA",#2FC169,c42093
"Tioga, PA",#FFFFFF,c42117
"Lycoming, PA",#2FC169,c42081
"Wyoming, PA",#2FC169,c42131
"Sullivan, PA",#FFFFFF,c42113
"Columbia, PA",#54CC84,c42037
"Northumberland, PA",#54CC84,c42097
"Snyder, PA",#2FC169,c42109
"Juniata, PA",#2FC169,c42067
"Perry, PA",#2FC169,c42099
"Cumberland, PA",#2FC169,c42041
"Adams, PA",#FFFFFF,c42001
"York, PA",#2FC169,c42133
"Dauphin, PA",#2FC169,c42043
"Lebanon, PA",#2FC169,c42075
"Lancaster, PA",#2FC169,c42071
"Berks, PA",#2FC169,c42011
"Schuylkill, PA",#2FC169,c42107
"Carbon, PA",#0CA44D,c42025
"Luzerne, PA",#2FC169,c42079
"Lackawanna, PA",#2FC169,c42069
"Bradford, PA",#2FC169,c42015
"Susquehanna, PA",#FFFFFF,c42115
"Wayne, PA",#2FC169,c42127
"Pike, PA",#2FC169,c42103
"Monroe, PA",#2FC169,c42089
"Northampton, PA",#54CC84,c42095
"Lehigh, PA",#2FC169,c42077
"Delaware, PA",#2FC169,c42045
"Montgomery, PA",#2FC169,c42091
"Chester, PA",#0CA44D,c42029
"Kent, RI",#2FC169,c44003
"Providence, RI",#0F934A,c44007
"Bristol, RI",#2FC169,c44001
"Newport, RI",#78D79E,c44005
"Washington, RI",#2FC169,c44009
"Pickens, SC",#2FC169,c45077
"Oconee, SC",#0CA44D,c45073
"Beaufort, SC",#2FC169,c45013
"Hampton, SC",#2FC169,c45049
"Jasper, SC",#2FC169,c45053
"Marion, SC",#2FC169,c45067
"Dillon, SC",#2FC169,c45033
"Horry, SC",#54CC84,c45051
"Charleston, SC",#0CA44D,c45019
"Dorchester, SC",#2FC169,c45035
"Berkeley, SC",#2FC169,c45015
"Georgetown, SC",#0CA44D,c45043
"Clarendon, SC",#0CA44D,c45027
"Williamsburg, SC",#54CC84,c45089
"Florence, SC",#2FC169,c45041
"Marlboro, SC",#2FC169,c45069
"Darlington, SC",#2FC169,c45031
"Lee, SC",#2FC169,c45061
"Kershaw, SC",#2FC169,c45055
"Sumter, SC",#FFFFFF,c45085
"Calhoun, SC",#0CA44D,c45017
"Colleton, SC",#54CC84,c45029
"Allendale, SC",#0F934A,c45005
"Bamberg, SC",#2FC169,c45009
"Orangeburg, SC",#2FC169,c45075
"Barnwell, SC",#2FC169,c45011
"Aiken, SC",#FFFFFF,c45003
"Lexington, SC",#2FC169,c45063
"Richland, SC",#2FC169,c45079
"Fairfield, SC",#2FC169,c45039
"Newberry, SC",#78D79E,c45071
"Saluda, SC",#2FC169,c45081
"Edgefield, SC",#2FC169,c45037
"McCormick, SC",#2FC169,c45065
"Greenwood, SC",#0CA44D,c45047
"Laurens, SC",#2FC169,c45059
"Abbeville, SC",#FFFFFF,c45001
"Anderson, SC",#0F934A,c45007
"Union, SC",#137046,c45087
"Chesterfield, SC",#0CA44D,c45025
"Lancaster, SC",#2FC169,c45057
"Chester, SC",#0CA44D,c45023
"York, SC",#2FC169,c45091
"Cherokee, SC",#0CA44D,c45021
"Spartanburg, SC",#2FC169,c45083
"Greenville, SC",#0CA44D,c45045
"Perkins, SD",#2FC169,c46105
"Harding, SD",#2FC169,c46063
"Custer, SD",#2FC169,c46033
"Fall River, SD",#2FC169,c46047
"Oglala Lakota, SD",#0CA44D,c46102
"Bennett, SD",#2FC169,c46007
"Mellette, SD",#2FC169,c46095
"Todd, SD",#0CA44D,c46121
"Tripp, SD",#0CA44D,c46123
"Gregory, SD",#0CA44D,c46053
"Brule, SD",#2FC169,c46015
"Aurora, SD",#78D79E,c46003
"Davison, SD",#2FC169,c46035
"Douglas, SD",#2FC169,c46043
"Charles Mix, SD",#0CA44D,c46023
"Bon Homme, SD",#2FC169,c46009
"Yankton, SD",#2FC169,c46135
"Hutchinson, SD",#54CC84,c46067
"Hanson, SD",#2FC169,c46061
"McCook, SD",#2FC169,c46087
"Turner, SD",#0CA44D,c46125
"Clay, SD",#0CA44D,c46027
"Union, SD",#137046,c46127
"Lincoln, SD",#2FC169,c46083
"Minnehaha, SD",#2FC169,c46099
"Lyman, SD",#2FC169,c46085
"Jones, SD",#2FC169,c46075
"Jackson, SD",#2FC169,c46071
"Stanley, SD",#2FC169,c46117
"Haakon, SD",#2FC169,c46055
"Pennington, SD",#2FC169,c46103
"Lawrence, SD",#2FC169,c46081
"Butte, SD",#2FC169,c46019
"Meade, SD",#2FC169,c46093
"Ziebach, SD",#2FC169,c46137
"Dewey, SD",#2FC169,c46041
"Walworth, SD",#2FC169,c46129
"Potter, SD",#2FC169,c46107
"Sully, SD",#FFFFFF,c46119
"Hughes, SD",#54CC84,c46065
"Buffalo, SD",#2FC169,c46017
"Jerauld, SD",#2FC169,c46073
"Sanborn, SD",#2FC169,c46111
"Miner, SD",#2FC169,c46097
"Lake, SD",#2FC169,c46079
"Moody, SD",#2FC169,c46101
"Brookings, SD",#2FC169,c46011
"Hamlin, SD",#2FC169,c46057
"Kingsbury, SD",#2FC169,c46077
"Beadle, SD",#2FC169,c46005
"Hyde, SD",#54CC84,c46069
"Hand, SD",#2FC169,c46059
"Edmunds, SD",#2FC169,c46045
"Faulk, SD",#2FC169,c46049
"Spink, SD",#2FC169,c46115
"Clark, SD",#0CA44D,c46025
"Codington, SD",#54CC84,c46029
"Deuel, SD",#2FC169,c46039
"Grant, SD",#0CA44D,c46051
"Day, SD",#2FC169,c46037
"Roberts, SD",#2FC169,c46109
"Marshall, SD",#2FC169,c46091
"Brown, SD",#2FC169,c46013
"McPherson, SD",#2FC169,c46089
"Campbell, SD",#0CA44D,c46021
"Corson, SD",#54CC84,c46031
"Sullivan, TN",#FFFFFF,c47163
"Johnson, TN",#2FC169,c47091
"McNairy, TN",#2FC169,c47109
"Chester, TN",#0CA44D,c47023
"Hardeman, TN",#2FC169,c47069
"Fayette, TN",#2FC169,c47047
"Haywood, TN",#2FC169,c47075
"Madison, TN",#2FC169,c47113
"Crockett, TN",#54CC84,c47033
"Gibson, TN",#0CA44D,c47053
"Carroll, TN",#0CA44D,c47017
"Weakley, TN",#2FC169,c47183
"Obion, TN",#0CA44D,c47131
"Lake, TN",#2FC169,c47095
"Dyer, TN",#2FC169,c47045
"Lauderdale, TN",#2FC169,c47097
"Tipton, TN",#FFFFFF,c47167
"Shelby, TN",#2FC169,c47157
"Henderson, TN",#2FC169,c47077
"Henry, TN",#2FC169,c47079
"Benton, TN",#2FC169,c47005
"Decatur, TN",#2FC169,c47039
"Hardin, TN",#2FC169,c47071
"Lawrence, TN",#2FC169,c47099
"Wayne, TN",#2FC169,c47181
"Lewis, TN",#2FC169,c47101
"Perry, TN",#2FC169,c47135
"Hickman, TN",#54CC84,c47081
"Humphreys, TN",#54CC84,c47085
"Houston, TN",#54CC84,c47083
"Stewart, TN",#FFFFFF,c47161
"Montgomery, TN",#2FC169,c47125
"Robertson, TN",#2FC169,c47147
"Cheatham, TN",#0CA44D,c47021
"Dickson, TN",#2FC169,c47043
"Marshall, TN",#2FC169,c47117
"Williamson, TN",#54CC84,c47187
"Giles, TN",#0CA44D,c47055
"Maury, TN",#2FC169,c47119
"Lincoln, TN",#2FC169,c47103
"Moore, TN",#2FC169,c47127
"Bedford, TN",#2FC169,c47003
"Rutherford, TN",#2FC169,c47149
"Davidson, TN",#2FC169,c47037
"Sumner, TN",#FFFFFF,c47165
"Wilson, TN",#54CC84,c47189
"Cannon, TN",#0CA44D,c47015
"Coffee, TN",#54CC84,c47031
"Franklin, TN",#2FC169,c47051
"Marion, TN",#2FC169,c47115
"Sequatchie, TN",#2FC169,c47153
"Grundy, TN",#0CA44D,c47061
"Van Buren, TN",#0F934A,c47175
"Warren, TN",#2FC169,c47177
"White, TN",#2FC169,c47185
"DeKalb, TN",#2FC169,c47041
"Putnam, TN",#0F934A,c47141
"Trousdale, TN",#0CA44D,c47169
"Macon, TN",#2FC169,c47111
"Smith, TN",#2FC169,c47159
"Jackson, TN",#2FC169,c47087
"Overton, TN",#2FC169,c47133
"Clay, TN",#0CA44D,c47027
"Pickett, TN",#2FC169,c47137
"Bledsoe, TN",#2FC169,c47007
"Fentress, TN",#2FC169,c47049
"Cumberland, TN",#2FC169,c47035
"Rhea, TN",#0F934A,c47143
"Meigs, TN",#2FC169,c47121
"Hamilton, TN",#2FC169,c47065
"Bradley, TN",#2FC169,c47011
"Polk, TN",#2FC169,c47139
"Monroe, TN",#2FC169,c47123
"McMinn, TN",#2FC169,c47107
"Roane, TN",#2FC169,c47145
"Morgan, TN",#2FC169,c47129
"Scott, TN",#2FC169,c47151
"Campbell, TN",#0CA44D,c47013
"Anderson, TN",#0F934A,c47001
"Loudon, TN",#2FC169,c47105
"Blount, TN",#2FC169,c47009
"Sevier, TN",#2FC169,c47155
"Knox, TN",#2FC169,c47093
"Union, TN",#137046,c47173
"Claiborne, TN",#0CA44D,c47025
"Hancock, TN",#2FC169,c47067
"Grainger, TN",#0CA44D,c47057
"Hamblen, TN",#2FC169,c47063
"Jefferson, TN",#2FC169,c47089
"Cocke, TN",#54CC84,c47029
"Unicoi, TN",#137046,c47171
"Hawkins, TN",#2FC169,c47073
"Greene, TN",#0CA44D,c47059
"Washington, TN",#2FC169,c47179
"Carter, TN",#0CA44D,c47019
"Bowie, TX",#2FC169,c48037
"Red River, TX",#0F934A,c48387
"Crosby, TX",#54CC84,c48107
"Lubbock, TX",#2FC169,c48303
"Hockley, TX",#54CC84,c48219
"Cochran, TX",#54CC84,c48079
"Floyd, TX",#2FC169,c48153
"Hale, TX",#2FC169,c48189
"Lamb, TX",#2FC169,c48279
"Bailey, TX",#2FC169,c48017
"Briscoe, TX",#2FC169,c48045
"Swisher, TX",#FFFFFF,c48437
"Castro, TX",#0CA44D,c48069
"Parmer, TX",#2FC169,c48369
"Armstrong, TX",#0CA44D,c48011
"Randall, TX",#0F934A,c48381
"Deaf Smith, TX",#2FC169,c48117
"Carson, TX",#0CA44D,c48065
"Potter, TX",#2FC169,c48375
"Oldham, TX",#2FC169,c48359
"Hutchinson, TX",#54CC84,c48233
"Moore, TX",#2FC169,c48341
"Hartley, TX",#2FC169,c48205
"Hansford, TX",#2FC169,c48195
"Sherman, TX",#2FC169,c48421
"Dallam, TX",#2FC169,c48111
"Hudspeth, TX",#54CC84,c48229
"El Paso, TX",#2FC169,c48141
"Lynn, TX",#2FC169,c48305
"Terry, TX",#FFFFFF,c48445
"Yoakum, TX",#2FC169,c48501
"Dawson, TX",#2FC169,c48115
"Gaines, TX",#0CA44D,c48165
"Martin, TX",#2FC169,c48317
"Andrews, TX",#0F934A,c48003
"Midland, TX",#2FC169,c48329
"Ector, TX",#2FC169,c48135
"Crane, TX",#54CC84,c48103
"Presidio, TX",#0F934A,c48377
"Culberson, TX",#2FC169,c48109
"Ward, TX",#2FC169,c48475
"Winkler, TX",#54CC84,c48495
"Loving, TX",#2FC169,c48301
"Reeves, TX",#0F934A,c48389
"Jeff Davis, TX",#2FC169,c48243
"Brewster, TX",#2FC169,c48043
"Terrell, TX",#FFFFFF,c48443
"Pecos, TX",#2FC169,c48371
"Upton, TX",#137046,c48461
"Reagan, TX",#0F934A,c48383
"Glasscock, TX",#0CA44D,c48173
"Howard, TX",#54CC84,c48227
"Borden, TX",#2FC169,c48033
"Garza, TX",#0CA44D,c48169
"Scurry, TX",#2FC169,c48415
"Mitchell, TX",#2FC169,c48335
"Sterling, TX",#FFFFFF,c48431
"Irion, TX",#2FC169,c48235
"Crockett, TX",#54CC84,c48105
"Val Verde, TX",#0F934A,c48465
"Zapata, TX",#2FC169,c48505
"Jim Hogg, TX",#2FC169,c48247
"Starr, TX",#2FC169,c48427
"Willacy, TX",#54CC84,c48489
"Hidalgo, TX",#54CC84,c48215
"Brooks, TX",#2FC169,c48047
"Kenedy, TX",#2FC169,c48261
"Kleberg, TX",#2FC169,c48273
"Jim Wells, TX",#2FC169,c48249
"Nueces, TX",#54CC84,c48355
"San Patricio, TX",#2FC169,c48409
"Calhoun, TX",#0CA44D,c48057
"Refugio, TX",#0F934A,c48391
"Bee, TX",#2FC169,c48025
"Live Oak, TX",#2FC169,c48297
"McMullen, TX",#2FC169,c48311
"Duval, TX",#2FC169,c48131
"Webb, TX",#2FC169,c48479
"La Salle, TX",#2FC169,c48283
"Dimmit, TX",#2FC169,c48127
"Maverick, TX",#2FC169,c48323
"Kinney, TX",#2FC169,c48271
"Edwards, TX",#2FC169,c48137
"Real, TX",#0F934A,c48385
"Uvalde, TX",#2FC169,c48463
"Zavala, TX",#2FC169,c48507
"Frio, TX",#2FC169,c48163
"Goliad, TX",#0CA44D,c48175
"Victoria, TX",#78D79E,c48469
"DeWitt, TX",#2FC169,c48123
"Karnes, TX",#2FC169,c48255
"Wilson, TX",#54CC84,c48493
"Atascosa, TX",#78D79E,c48013
"Medina, TX",#2FC169,c48325
"Bandera, TX",#2FC169,c48019
"Kerr, TX",#2FC169,c48265
"Gillespie, TX",#0CA44D,c48171
"Blanco, TX",#2FC169,c48031
"Kendall, TX",#2FC169,c48259
"Bexar, TX",#2FC169,c48029
"Guadalupe, TX",#2FC169,c48187
"Comal, TX",#54CC84,c48091
"Hays, TX",#2FC169,c48209
"Caldwell, TX",#0CA44D,c48055
"Gonzales, TX",#0CA44D,c48177
"Lavaca, TX",#2FC169,c48285
"Jackson, TX",#2FC169,c48239
"Matagorda, TX",#2FC169,c48321
"Wharton, TX",#2FC169,c48481
"Colorado, TX",#54CC84,c48089
"Bastrop, TX",#2FC169,c48021
"Fayette, TX",#2FC169,c48149
"Lee, TX",#2FC169,c48287
"Austin, TX",#78D79E,c48015
"Washington, TX",#2FC169,c48477
"Waller, TX",#2FC169,c48473
"Fort Bend, TX",#2FC169,c48157
"Brazoria, TX",#2FC169,c48039
"Galveston, TX",#0CA44D,c48167
"Montgomery, TX",#2FC169,c48339
"Harris, TX",#2FC169,c48201
"Chambers, TX",#0CA44D,c48071
"Hardin, TX",#2FC169,c48199
"Liberty, TX",#2FC169,c48291
"Jefferson, TX",#2FC169,c48245
"Orange, TX",#2FC169,c48361
"Travis, TX",#0CA44D,c48453
"Kent, TX",#2FC169,c48263
"Kimble, TX",#2FC169,c48267
"Sutton, TX",#FFFFFF,c48435
"Schleicher, TX",#2FC169,c48413
"Menard, TX",#2FC169,c48327
"Mason, TX",#2FC169,c48319
"Llano, TX",#2FC169,c48299
"Burnet, TX",#2FC169,c48053
"Williamson, TX",#54CC84,c48491
"Burleson, TX",#2FC169,c48051
"San Jacinto, TX",#2FC169,c48407
"Walker, TX",#2FC169,c48471
"Grimes, TX",#0CA44D,c48185
"Brazos, TX",#2FC169,c48041
"Madison, TX",#2FC169,c48313
"Leon, TX",#2FC169,c48289
"Robertson, TX",#2FC169,c48395
"Milam, TX",#2FC169,c48331
"Bell, TX",#2FC169,c48027
"Coryell, TX",#54CC84,c48099
"Lampasas, TX",#2FC169,c48281
"Mills, TX",#2FC169,c48333
"San Saba, TX",#2FC169,c48411
"McCulloch, TX",#2FC169,c48307
"Concho, TX",#54CC84,c48095
"Tom Green, TX",#0CA44D,c48451
"Coke, TX",#54CC84,c48081
"Runnels, TX",#2FC169,c48399
"Coleman, TX",#54CC84,c48083
"Brown, TX",#2FC169,c48049
"Comanche, TX",#54CC84,c48093
"Hamilton, TX",#2FC169,c48193
"Bosque, TX",#2FC169,c48035
"Falls, TX",#2FC169,c48145
"McLennan, TX",#2FC169,c48309
"Hill, TX",#54CC84,c48217
"Limestone, TX",#2FC169,c48293
"Freestone, TX",#2FC169,c48161
"Navarro, TX",#2FC169,c48349
"Somervell, TX",#2FC169,c48425
"Ellis, TX",#2FC169,c48139
"Johnson, TX",#2FC169,c48251
"Hood, TX",#54CC84,c48221
"Erath, TX",#2FC169,c48143
"Eastland, TX",#2FC169,c48133
"Callahan, TX",#0CA44D,c48059
"Taylor, TX",#FFFFFF,c48441
"Nolan, TX",#54CC84,c48353
"Fisher, TX",#2FC169,c48151
"Jones, TX",#2FC169,c48253
"Shackelford, TX",#2FC169,c48417
"Stephens, TX",#FFFFFF,c48429
"Palo Pinto, TX",#2FC169,c48363
"Parker, TX",#2FC169,c48367
"Tarrant, TX",#FFFFFF,c48439
"Dallas, TX",#2FC169,c48113
"Rockwall, TX",#2FC169,c48397
"Kaufman, TX",#2FC169,c48257
"Rains, TX",#0F934A,c48379
"Van Zandt, TX",#0F934A,c48467
"Henderson, TX",#2FC169,c48213
"Anderson, TX",#0F934A,c48001
"Houston, TX",#54CC84,c48225
"Trinity, TX",#0CA44D,c48455
"Polk, TX",#2FC169,c48373
"Newton, TX",#78D79E,c48351
"Jasper, TX",#2FC169,c48241
"Tyler, TX",#137046,c48457
"Angelina, TX",#0F934A,c48005
"Sabine, TX",#2FC169,c48403
"San Augustine, TX",#2FC169,c48405
"Shelby, TX",#2FC169,c48419
"Nacogdoches, TX",#2FC169,c48347
"Cherokee, TX",#0CA44D,c48073
"Panola, TX",#2FC169,c48365
"Rusk, TX",#2FC169,c48401
"Gregg, TX",#0CA44D,c48183
"Smith, TX",#2FC169,c48423
"Wood, TX",#54CC84,c48499
"Harrison, TX",#2FC169,c48203
"Upshur, TX",#137046,c48459
"Camp, TX",#0CA44D,c48063
"Marion, TX",#2FC169,c48315
"Cass, TX",#0CA44D,c48067
"Morris, TX",#2FC169,c48343
"Titus, TX",#FFFFFF,c48449
"Franklin, TX",#2FC169,c48159
"Hopkins, TX",#54CC84,c48223
"Delta, TX",#2FC169,c48119
"Hunt, TX",#54CC84,c48231
"Collin, TX",#54CC84,c48085
"Denton, TX",#2FC169,c48121
"Wise, TX",#54CC84,c48497
"Jack, TX",#2FC169,c48237
"Young, TX",#2FC169,c48503
"Throckmorton, TX",#FFFFFF,c48447
"Haskell, TX",#2FC169,c48207
"Stonewall, TX",#FFFFFF,c48433
"Dickens, TX",#2FC169,c48125
"Motley, TX",#2FC169,c48345
"Hall, TX",#2FC169,c48191
"Donley, TX",#2FC169,c48129
"Gray, TX",#0CA44D,c48179
"Roberts, TX",#2FC169,c48393
"Ochiltree, TX",#0CA44D,c48357
"Lipscomb, TX",#2FC169,c48295
"Hemphill, TX",#2FC169,c48211
"Wheeler, TX",#2FC169,c48483
"Collingsworth, TX",#54CC84,c48087
"Childress, TX",#0CA44D,c48075
"Cottle, TX",#54CC84,c48101
"King, TX",#2FC169,c48269
"Knox, TX",#2FC169,c48275
"Foard, TX",#2FC169,c48155
"Hardeman, TX",#2FC169,c48197
"Archer, TX",#0CA44D,c48009
"Baylor, TX",#2FC169,c48023
"Wilbarger, TX",#54CC84,c48487
"Wichita, TX",#54CC84,c48485
"Clay, TX",#0CA44D,c48077
"Montague, TX",#2FC169,c48337
"Cooke, TX",#54CC84,c48097
"Fannin, TX",#2FC169,c48147
"Grayson, TX",#0CA44D,c48181
"Lamar, TX",#2FC169,c48277
"Aransas, TX",#0CA44D,c48007
"Cameron, TX",#0CA44D,c48061
"San Juan, UT",#2FC169,c49037
"Garfield, UT",#0CA44D,c49017
"Morgan, UT",#2FC169,c49029
"Davis, UT",#2FC169,c49011
"Weber, UT",#2FC169,c49057
"Rich, UT",#2FC169,c49033
"Cache, UT",#0CA44D,c49005
"Box Elder, UT",#2FC169,c49003
"Daggett, UT",#2FC169,c49009
"Salt Lake, UT",#2FC169,c49035
"Summit, UT",#FFFFFF,c49043
"Wasatch, UT",#2FC169,c49051
"Utah, UT",#2FC169,c49049
"Tooele, UT",#0CA44D,c49045
"Juab, UT",#2FC169,c49023
"Millard, UT",#2FC169,c49027
"Sevier, UT",#2FC169,c49041
"Sanpete, UT",#2FC169,c49039
"Carbon, UT",#0CA44D,c49007
"Duchesne, UT",#2FC169,c49013
"Uintah, UT",#137046,c49047
"Grand, UT",#0CA44D,c49019
"Emery, UT",#2FC169,c49015
"Wayne, UT",#2FC169,c49055
"Piute, UT",#2FC169,c49031
"Beaver, UT",#2FC169,c49001
"Iron, UT",#2FC169,c49021
"Washington, UT",#2FC169,c49053
"Kane, UT",#2FC169,c49025
"Essex, VT",#2FC169,c50009
"Orleans, VT",#2FC169,c50019
"Bennington, VT",#2FC169,c50003
"Grand Isle, VT",#0CA44D,c50013
"Washington, VT",#2FC169,c50023
"Caledonia, VT",#0CA44D,c50005
"Lamoille, VT",#2FC169,c50015
"Franklin, VT",#2FC169,c50011
"Chittenden, VT",#0CA44D,c50007
"Addison, VT",#FFFFFF,c50001
"Rutland, VT",#2FC169,c50021
"Windham, VT",#54CC84,c50025
"Windsor, VT",#54CC84,c50027
"Orange, VT",#2FC169,c50017
"Northampton, VA",#54CC84,c51131
"Buchanan, VA",#2FC169,c51027
"Tazewell, VA",#FFFFFF,c51185
"Smyth, VA",#2FC169,c51173
"Bristol, VA",#2FC169,c51520
"Washington, VA",#2FC169,c51191
"Russell, VA",#2FC169,c51167
"Norton, VA",#54CC84,c51720
"Wise, VA",#54CC84,c51195
"Dickenson, VA",#2FC169,c51051
"Scott, VA",#2FC169,c51169
"Lee, VA",#2FC169,c51105
"Bland, VA",#2FC169,c51021
"Grayson, VA",#0CA44D,c51077
"Galax, VA",#0CA44D,c51640
"Wythe, VA",#2FC169,c51197
"Giles, VA",#0CA44D,c51071
"Radford, VA",#0F934A,c51750
"Pulaski, VA",#0F934A,c51155
"Falls Church, VA",#2FC169,c51610
"Arlington, VA",#0CA44D,c51013
"Carroll, VA",#0CA44D,c51035
"Henry, VA",#2FC169,c51089
"Patrick, VA",#2FC169,c51141
"Floyd, VA",#2FC169,c51063
"Montgomery, VA",#2FC169,c51121
"Salem, VA",#2FC169,c51775
"Franklin Co., VA",#2FC169,c51067
"Bedford Co., VA",#2FC169,c51019
"Roanoke Co., VA",#2FC169,c51161
"Alleghany, VA",#0F934A,c51005
"Craig, VA",#54CC84,c51045
"Botetourt, VA",#2FC169,c51023
"Amherst, VA",#0F934A,c51009
"Rockbridge, VA",#2FC169,c51163
"Bath, VA",#2FC169,c51017
"Highland, VA",#54CC84,c51091
"Greene, VA",#0CA44D,c51079
"Rockingham, VA",#2FC169,c51165
"Augusta, VA",#78D79E,c51015
"Nelson, VA",#78D79E,c51125
"Buckingham, VA",#2FC169,c51029
"Appomattox, VA",#0F934A,c51011
"Campbell, VA",#0CA44D,c51031
"Halifax, VA",#2FC169,c51083
"Pittsylvania, VA",#2FC169,c51143
"Martinsville, VA",#2FC169,c51690
"Danville, VA",#2FC169,c51590
"Lynchburg, VA",#2FC169,c51680
"Roanoke, VA",#2FC169,c51770
"Buena Vista, VA",#2FC169,c51530
"Covington, VA",#54CC84,c51580
"Lexington, VA",#2FC169,c51678
"Waynesboro, VA",#2FC169,c51820
"Staunton, VA",#FFFFFF,c51790
"Charlottesville, VA",#0CA44D,c51540
"Harrisonburg, VA",#2FC169,c51660
"Albemarle, VA",#0F934A,c51003
"Fluvanna, VA",#2FC169,c51065
"Cumberland, VA",#2FC169,c51049
"Prince Edward, VA",#0F934A,c51147
"Charlotte, VA",#0CA44D,c51037
"Mecklenburg, VA",#2FC169,c51117
"Colonial Heights, VA",#54CC84,c51570
"Lunenburg, VA",#2FC169,c51111
"Hopewell, VA",#54CC84,c51670
"Alexandria, VA",#0F934A,c51510
"Page, VA",#2FC169,c51139
"Shenandoah, VA",#2FC169,c51171
"Clarke, VA",#0CA44D,c51043
"Winchester, VA",#54CC84,c51840
"Frederick, VA",#2FC169,c51069
