county,color
"Doña Ana, NM",#2FC169
"Taos, NM",#FFFFFF
"Santa Fe, NM",#2FC169
"Otero, NM",#2FC169
"Torrance, NM",#0CA44D
"Lincoln, NM",#2FC169
"Colfax, NM",#54CC84
"Mora, NM",#2FC169
"Union, NM",#137046
"Harding, NM",#2FC169
"San Miguel, NM",#2FC169
"Quay, NM",#0F934A
"Guadalupe, NM",#2FC169
"De Baca, NM",#2FC169
"Curry, NM",#2FC169
"Roosevelt, NM",#2FC169
"Chaves, NM",#0CA44D
"Sandoval, NM",#2FC169
"Clinton, NY",#0CA44D
"Essex, NY",#2FC169
"Orleans, NY",#2FC169
"Genesee, NY",#0CA44D
"Wyoming, NY",#2FC169
"Livingston, NY",#2FC169
"Schenectady, NY",#2FC169
"Montgomery, NY",#2FC169
"Fulton, NY",#2FC169
"Seneca, NY",#2FC169
"Ontario, NY",#2FC169
"Yates, NY",#2FC169
"Schuyler, NY",#2FC169
"Tompkins, NY",#0CA44D
"Cayuga, NY",#0CA44D
"Onondaga, NY",#2FC169
"Cortland, NY",#54CC84
"Chenango, NY",#0CA44D
"Madison, NY",#2FC169
"Oneida, NY",#2FC169
"Lewis, NY",#2FC169
"Herkimer, NY",#2FC169
"Otsego, NY",#2FC169
"Schoharie, NY",#2FC169
"Albany, NY",#0F934A
"Saratoga, NY",#2FC169
"Warren, NY",#2FC169
"Hamilton, NY",#2FC169
"Franklin, NY",#2FC169
"St. Lawrence, NY",#2FC169
"Jefferson, NY",#2FC169
"Oswego, NY",#2FC169
"Wayne, NY",#2FC169
"Monroe, NY",#2FC169
"Niagara, NY",#FFFFFF
"Erie, NY",#2FC169
"Chautauqua, NY",#0CA44D
"Cattaraugus, NY",#0CA44D
"Allegany, NY",#0F934A
"Steuben, NY",#FFFFFF
"Chemung, NY",#0CA44D
"Tioga, NY",#FFFFFF
"Broome, NY",#2FC169
"Delaware, NY",#2FC169
"Sullivan, NY",#FFFFFF
"Greene, NY",#0CA44D
"New_York, NY",#78D79E
"Ulster, NY",#137046
"Bronx, NY",#2FC169
"Kings, NY",#2FC169
"Rockland, NY",#2FC169
"Nassau, NY",#2FC169
"Orange, NY",#2FC169
"Queens, NY",#0F934A
"Suffolk, NY",#FFFFFF
"Westchester, NY",#2FC169
"Putnam, NY",#0F934A
"Dutchess, NY",#2FC169
"Columbia, NY",#54CC84
"Rensselaer, NY",#0F934A
"Washington, NY",#2FC169
"Clay, NC",#0CA44D
"Macon, NC",#2FC169
"Transylvania, NC",#0CA44D
"Jackson, NC",#2FC169
"Haywood, NC",#2FC169
"Swain, NC",#FFFFFF
"Graham, NC",#0CA44D
"Cherokee, NC",#0CA44D
"Mitchell, NC",#2FC169
"Yancey, NC",#2FC169
"Madison, NC",#2FC169
"Buncombe, NC",#2FC169
"Henderson, NC",#2FC169
"Polk, NC",#2FC169
"Rutherford, NC",#2FC169
"McDowell, NC",#2FC169
"Avery, NC",#78D79E
"Watauga, NC",#2FC169
"Alexander, NC",#0F934A
"Ashe, NC",#78D79E
"Alleghany, NC",#0F934A
"Wilkes, NC",#54CC84
"Caldwell, NC",#0CA44D
"Burke, NC",#2FC169
"Cleveland, NC",#0CA44D
"Gaston, NC",#0CA44D
"Lincoln, NC",#2FC169
"Catawba, NC",#0CA44D
"Iredell, NC",#2FC169
"Mecklenburg, NC",#2FC169
"Rowan, NC",#2FC169
"Davie, NC",#2FC169
"Yadkin, NC",#2FC169
"Surry, NC",#FFFFFF
"Stokes, NC",#FFFFFF
"Forsyth, NC",#2FC169
"Davidson, NC",#2FC169
"Stanly, NC",#2FC169
"Cabarrus, NC",#0CA44D
"Union, NC",#137046
"Anson, NC",#0F934A
"Rockingham, NC",#2FC169
"Guilford, NC",#2FC169
"Randolph, NC",#0F934A
"Montgomery, NC",#2FC169
"Richmond, NC",#2FC169
"Scotland, NC",#2FC169
"Caswell, NC",#0CA44D
"Alamance, NC",#0F934A
"Moore, NC",#2FC169
"Hoke, NC",#54CC84
"Robeson, NC",#2FC169
"Columbus, NC",#54CC84
"Brunswick, NC",#2FC169
"New_Hanover, NC",#78D79E
"Bladen, NC",#2FC169
"Cumberland, NC",#2FC169
"Chatham, NC",#0CA44D
"Harnett, NC",#2FC169
"Lee, NC",#2FC169
"Orange, NC",#2FC169
"Person, NC",#2FC169
"Durham, NC",#2FC169
"Pender, NC",#2FC169
"Sampson, NC",#2FC169
"Wayne, NC",#2FC169
"Johnston, NC",#2FC169
"Wake, NC",#2FC169
"Granville, NC",#0CA44D
"Vance, NC",#0F934A
"Warren, NC",#2FC169
"Franklin, NC",#2FC169
"Nash, NC",#2FC169
"Northampton, NC",#54CC84
"Halifax, NC",#2FC169
"Edgecombe, NC",#2FC169
"Wilson, NC",#54CC84
"Greene, NC",#0CA44D
"Lenoir, NC",#2FC169
"Jones, NC",#2FC169
"Duplin, NC",#2FC169
"Onslow, NC",#2FC169
"Carteret, NC",#0CA44D
"Pamlico, NC",#2FC169
"Craven, NC",#54CC84
"Pitt, NC",#2FC169
"Martin, NC",#2FC169
"Chowan, NC",#0CA44D
"Hertford, NC",#2FC169
"Bertie, NC",#2FC169
"Gates, NC",#0CA44D
"Camden, NC",#0CA44D
"Pasquotank, NC",#2FC169
"Perquimans, NC",#2FC169
"Beaufort, NC",#2FC169
"Washington, NC",#2FC169
"Tyrrell, NC",#137046
"Currituck, NC",#2FC169
"Dare, NC",#2FC169
"Hyde, NC",#54CC84
"Cass, ND",#0CA44D
"Richland, ND",#2FC169
"Burke, ND",#2FC169
"Divide, ND",#2FC169
"Williams, ND",#54CC84
"Mountrail, ND",#2FC169
"McKenzie, ND",#2FC169
"Dunn, ND",#2FC169
"Stark, ND",#2FC169
"Golden Valley, ND",#0CA44D
"Billings, ND",#2FC169
"Bowman, ND",#2FC169
"Slope, ND",#2FC169
"Hettinger, ND",#2FC169
"Adams, ND",#FFFFFF
"Mercer, ND",#2FC169
"Grant, ND",#0CA44D
"Sioux, ND",#2FC169
"Morton, ND",#2FC169
"Oliver, ND",#2FC169
"Renville, ND",#0F934A
"Ward, ND",#2FC169
"McLean, ND",#2FC169
"Bottineau, ND",#2FC169
"McHenry, ND",#2FC169
"Sheridan, ND",#2FC169
"Burleigh, ND",#2FC169
"Emmons, ND",#2FC169
"McIntosh, ND",#2FC169
"Logan, ND",#2FC169
"Kidder, ND",#2FC169
"Wells, ND",#2FC169
"Pierce, ND",#2FC169
"Rolette, ND",#2FC169
"Towner, ND",#0CA44D
"Benson, ND",#2FC169
"Eddy, ND",#2FC169
"Foster, ND",#2FC169
"Stutsman, ND",#FFFFFF
"LaMoure, ND",#2FC169
"Dickey, ND",#2FC169
"Sargent, ND",#2FC169
"Ransom, ND",#0F934A
"Barnes, ND",#2FC169
"Griggs, ND",#0CA44D
"Steele, ND",#FFFFFF
"Nelson, ND",#78D79E
"Ramsey, ND",#0F934A
"Cavalier, ND",#0CA44D
"Pembina, ND",#2FC169
"Walsh, ND",#2FC169
"Grand Forks, ND",#0CA44D
"Traill, ND",#0CA44D
"Trumbull, OH",#0CA44D
"Ashtabula, OH",#78D79E
"Lawrence, OH",#2FC169
"Scioto, OH",#2FC169
"Adams, OH",#FFFFFF
"Pike, OH",#2FC169
"Jackson, OH",#2FC169
"Gallia, OH",#0CA44D
"Meigs, OH",#2FC169
"Vinton, OH",#78D79E
"Washington, OH",#2FC169
"Athens, OH",#78D79E
"Hocking, OH",#54CC84
"Ross, OH",#2FC169
"Highland, OH",#54CC84
"Brown, OH",#2FC169
"Clermont, OH",#0CA44D
"Hamilton, OH",#2FC169
"Clinton, OH",#0CA44D
"Warren, OH",#2FC169
"Butler, OH",#2FC169
"Preble, OH",#0F934A
"Montgomery, OH",#2FC169
"Greene, OH",#0CA44D
"Fayette, OH",#2FC169
"Pickaway, OH",#2FC169
"Fairfield, OH",#2FC169
"Perry, OH",#2FC169
"Monroe, OH",#2FC169
"Noble, OH",#54CC84
"Morgan, OH",#2FC169
"Muskingum, OH",#2FC169
"Belmont, OH",#2FC169
"Harrison, OH",#2FC169
"Guernsey, OH",#2FC169
"Coshocton, OH",#54CC84
"Licking, OH",#2FC169
"Delaware, OH",#2FC169
"Franklin, OH",#2FC169
"Madison, OH",#2FC169
"Clark, OH",#0CA44D
"Champaign, OH",#0CA44D
"Miami, OH",#2FC169
"Shelby, OH",#2FC169
"Darke, OH",#2FC169
"Mercer, OH",#2FC169
"Auglaize, OH",#78D79E
"Logan, OH",#2FC169
"Union, OH",#137046
"Marion, OH",#2FC169
"Morrow, OH",#2FC169
"Knox, OH",#2FC169
"Holmes, OH",#54CC84
"Tuscarawas, OH",#0CA44D
"Carroll, OH",#0CA44D
"Jefferson, OH",#2FC169
"Columbiana, OH",#54CC84
"Stark, OH",#2FC169
"Wayne, OH",#2FC169
"Ashland, OH",#78D79E
"Richland, OH",#2FC169
"Crawford, OH",#54CC84
"Wyandot, OH",#2FC169
"Hardin, OH",#2FC169
"Allen, OH",#0F934A
"Hancock, OH",#2FC169
"Putnam, OH",#0F934A
"Van Wert, OH",#0F934A
"Mahoning, OH",#2FC169
"Portage, OH",#2FC169
"Summit, OH",#FFFFFF
"Medina, OH",#2FC169
"Huron, OH",#54CC84
"Seneca, OH",#2FC169
"Sandusky, OH",#2FC169
"Wood, OH",#54CC84
"Henry, OH",#2FC169
"Paulding, OH",#2FC169
"Defiance, OH",#2FC169
"Geauga, OH",#0CA44D
"Lake, OH",#2FC169
"Cuyahoga, OH",#2FC169
"Lorain, OH",#2FC169
"Erie, OH",#2FC169
"Ottawa, OH",#2FC169
"Lucas, OH",#2FC169
"Fulton, OH",#2FC169
"Williams, OH",#54CC84
"Texas, OK",#FFFFFF
"Cimarron, OK",#0CA44D
"Ottawa, OK",#2FC169
"Craig, OK",#54CC84
"Mayes, OK",#2FC169
"Delaware, OK",#2FC169
"Adair, OK",#FFFFFF
"Cherokee, OK",#0CA44D
"Sequoyah, OK",#2FC169
"Haskell, OK",#2FC169
"Le Flore, OK",#2FC169
"Latimer, OK",#2FC169
"Pittsburg, OK",#2FC169
"Coal, OK",#54CC84
"Atoka, OK",#78D79E
"Pushmataha, OK",#0F934A
"McCurtain, OK",#2FC169
"Choctaw, OK",#0CA44D
"Bryan, OK",#2FC169
"Marshall, OK",#2FC169
"Johnston, OK",#2FC169
"Pontotoc, OK",#2FC169
"Garvin, OK",#0CA44D
"Murray, OK",#2FC169
"Love, OK",#2FC169
"Carter, OK",#0CA44D
"Jefferson, OK",#2FC169
"Stephens, OK",#FFFFFF
"Cotton, OK",#54CC84
"Comanche, OK",#54CC84
"Tillman, OK",#FFFFFF
"Jackson, OK",#2FC169
"Greer, OK",#0CA44D
"Kiowa, OK",#2FC169
"Harmon, OK",#2FC169
"Muskogee, OK",#2FC169
"McIntosh, OK",#2FC169
"Hughes, OK",#54CC84
"Seminole, OK",#2FC169
"Pottawatomie, OK",#2FC169
"Cleveland, OK",#0CA44D
"McClain, OK",#2FC169
"Grady, OK",#0CA44D
"Caddo, OK",#0CA44D
"Canadian, OK",#0CA44D
"Oklahoma, OK",#2FC169
"Lincoln, OK",#2FC169
"Okfuskee, OK",#2FC169
"Okmulgee, OK",#2FC169
"Wagoner, OK",#2FC169
"Rogers, OK",#2FC169
"Nowata, OK",#54CC84
"Washington, OK",#2FC169
"Tulsa, OK",#0CA44D
"Creek, OK",#54CC84
"Payne, OK",#2FC169
"Logan, OK",#2FC169
"Kingfisher, OK",#2FC169
"Blaine, OK",#2FC169
"Washita, OK",#2FC169
"Beckham, OK",#2FC169
"Custer, OK",#2FC169
"Dewey, OK",#2FC169
"Roger Mills, OK",#2FC169
"Ellis, OK",#2FC169
"Woodward, OK",#54CC84
"Major, OK",#2FC169
"Garfield, OK",#0CA44D
"Noble, OK",#54CC84
"Pawnee, OK",#2FC169
"Osage, OK",#2FC169
"Kay, OK",#2FC169
"Grant, OK",#0CA44D
"Alfalfa, OK",#0F934A
"Woods, OK",#54CC84
"Harper, OK",#2FC169
"Beaver, OK",#2FC169
"Clatsop, OR",#0CA44D
"Columbia, OR",#54CC84
"Curry, OR",#2FC169
"Coos, OR",#54CC84
"Josephine, OR",#2FC169
"Jackson, OR",#2FC169
"Douglas, OR",#2FC169
"Klamath, OR",#2FC169
"Lake, OR",#2FC169
"Harney, OR",#2FC169
"Malheur, OR",#2FC169
"Baker, OR",#2FC169
"Wallowa, OR",#2FC169
"Union, OR",#137046
"Grant, OR",#0CA44D
"Wheeler, OR",#2FC169
"Crook, OR",#54CC84
"Deschutes, OR",#2FC169
"Jefferson, OR",#2FC169
"Linn, OR",#2FC169
"Lane, OR",#2FC169
"Benton, OR",#2FC169
"Lincoln, OR",#2FC169
"Polk, OR",#2FC169
"Yamhill, OR",#2FC169
"Marion, OR",#2FC169
"Clackamas, OR",#0CA44D
"Umatilla, OR",#137046
"Morrow, OR",#2FC169
"Gilliam, OR",#0CA44D
"Sherman, OR",#2FC169
"Wasco, OR",#2FC169
"Hood River, OR",#54CC84
"Multnomah, OR",#2FC169
"Washington, OR",#2FC169
"Tillamook, OR",#FFFFFF
"Philadelphia, PA",#2FC169
"Bucks, PA",#2FC169
"Greene, PA",#0CA44D
"Fayette, PA",#2FC169
"Washington, PA",#2FC169
"Allegheny, PA",#0F934A
"Beaver, PA",#2FC169
"Lawrence, PA",#2FC169
"Butler, PA",#2FC169
"Armstrong, PA",#0CA44D
"Clarion, PA",#0CA44D
"Forest, PA",#2FC169
"Venango, PA",#0F934A
"Mercer, PA",#2FC169
"Crawford, PA",#54CC84
"Erie, PA",#2FC169
"Westmoreland, PA",#2FC169
"Indiana, PA",#2FC169
"Jefferson, PA",#2FC169
"Warren, PA",#2FC169
"McKean, PA",#2FC169
"Cameron, PA",#0CA44D
"Elk, PA",#2FC169
"Clearfield, PA",#0CA44D
"Blair, PA",#2FC169
"Cambria, PA",#0CA44D
"Somerset, PA",#2FC169
"Bedford, PA",#2FC169
"Fulton, PA",#2FC169
"Huntingdon, PA",#54CC84
"Franklin, PA",#2FC169
"Mifflin, PA",#2FC169
"Potter, PA",#2FC169
"Clinton, PA",#0CA44D
"Centre, PA",#0CA44D
"Union, PA",#137046
"Montour, PA",#2FC169
"Tioga, PA",#FFFFFF
"Lycoming, PA",#2FC169
"Wyoming, PA",#2FC169
"Sullivan, PA",#FFFFFF
"Columbia, PA",#54CC84
"Northumberland, PA",#54CC84
"Snyder, PA",#2FC169
"Juniata, PA",#2FC169
"Perry, PA",#2FC169
"Cumberland, PA",#2FC169
"Adams, PA",#FFFFFF
"York, PA",#2FC169
"Dauphin, PA",#2FC169
"Lebanon, PA",#2FC169
"Lancaster, PA",#2FC169
"Berks, PA",#2FC169
"Schuylkill, PA",#2FC169
"Carbon, PA",#0CA44D
"Luzerne, PA",#2FC169
"Lackawanna, PA",#2FC169
"Bradford, PA",#2FC169
"Susquehanna, PA",#FFFFFF
"Wayne, PA",#2FC169
"Pike, PA",#2FC169
"Monroe, PA",#2FC169
"Northampton, PA",#54CC84
"Lehigh, PA",#2FC169
"Delaware, PA",#2FC169
"Montgomery, PA",#2FC169
"Chester, PA",#0CA44D
"Kent, RI",#2FC169
"Providence, RI",#0F934A
"Bristol, RI",#2FC169
"Newport, RI",#78D79E
"Washington, RI",#2FC169
"Pickens, SC",#2FC169
"Oconee, SC",#0CA44D
"Beaufort, SC",#2FC169
"Hampton, SC",#2FC169
"Jasper, SC",#2FC169
"Marion, SC",#2FC169
"Dillon, SC",#2FC169
"Horry, SC",#54CC84
"Charleston, SC",#0CA44D
"Dorchester, SC",#2FC169
"Berkeley, SC",#2FC169
"Georgetown, SC",#0CA44D
"Clarendon, SC",#0CA44D
"Williamsburg, SC",#54CC84
"Florence, SC",#2FC169
"Marlboro, SC",#2FC169
"Darlington, SC",#2FC169
"Lee, SC",#2FC169
"Kershaw, SC",#2FC169
"Sumter, SC",#FFFFFF
"Calhoun, SC",#0CA44D
"Colleton, SC",#54CC84
"Allendale, SC",#0F934A
"Bamberg, SC",#2FC169
"Orangeburg, SC",#2FC169
"Barnwell, SC",#2FC169
"Aiken, SC",#FFFFFF
"Lexington, SC",#2FC169
"Richland, SC",#2FC169
"Fairfield, SC",#2FC169
"Newberry, SC",#78D79E
"Saluda, SC",#2FC169
"Edgefield, SC",#2FC169
"McCormick, SC",#2FC169
"Greenwood, SC",#0CA44D
"Laurens, SC",#2FC169
"Abbeville, SC",#FFFFFF
"Anderson, SC",#0F934A
"Union, SC",#137046
"Chesterfield, SC",#0CA44D
"Lancaster, SC",#2FC169
"Chester, SC",#0CA44D
"York, SC",#2FC169
"Cherokee, SC",#0CA44D
"Spartanburg, SC",#2FC169
"Greenville, SC",#0CA44D
"Perkins, SD",#2FC169
"Harding, SD",#2FC169
"Custer, SD",#2FC169
"Fall River, SD",#2FC169
"Oglala Lakota, SD",#0CA44D
"Bennett, SD",#2FC169
"Mellette, SD",#2FC169
"Todd, SD",#0CA44D
"Tripp, SD",#0CA44D
"Gregory, SD",#0CA44D
"Brule, SD",#2FC169
"Aurora, SD",#78D79E
"Davison, SD",#2FC169
"Douglas, SD",#2FC169
"Charles Mix, SD",#0CA44D
"Bon Homme, SD",#2FC169
"Yankton, SD",#2FC169
"Hutchinson, SD",#54CC84
"Hanson, SD",#2FC169
"McCook, SD",#2FC169
"Turner, SD",#0CA44D
"Clay, SD",#0CA44D
"Union, SD",#137046
"Lincoln, SD",#2FC169
"Minnehaha, SD",#2FC169
"Lyman, SD",#2FC169
"Jones, SD",#2FC169
"Jackson, SD",#2FC169
"Stanley, SD",#2FC169
"Haakon, SD",#2FC169
"Pennington, SD",#2FC169
"Lawrence, SD",#2FC169
"Butte, SD",#2FC169
"Meade, SD",#2FC169
"Ziebach, SD",#2FC169
"Dewey, SD",#2FC169
"Walworth, SD",#2FC169
"Potter, SD",#2FC169
"Sully, SD",#FFFFFF
"Hughes, SD",#54CC84
"Buffalo, SD",#2FC169
"Jerauld, SD",#2FC169
"Sanborn, SD",#2FC169
"Miner, SD",#2FC169
"Lake, SD",#2FC169
"Moody, SD",#2FC169
"Brookings, SD",#2FC169
"Hamlin, SD",#2FC169
"Kingsbury, SD",#2FC169
"Beadle, SD",#2FC169
"Hyde, SD",#54CC84
"Hand, SD",#2FC169
"Edmunds, SD",#2FC169
"Faulk, SD",#2FC169
"Spink, SD",#2FC169
"Clark, SD",#0CA44D
"Codington, SD",#54CC84
"Deuel, SD",#2FC169
"Grant, SD",#0CA44D
"Day, SD",#2FC169
"Roberts, SD",#2FC169
"Marshall, SD",#2FC169
"Brown, SD",#2FC169
"McPherson, SD",#2FC169
"Campbell, SD",#0CA44D
"Corson, SD",#54CC84
"Sullivan, TN",#FFFFFF
"Johnson, TN",#2FC169
"McNairy, TN",#2FC169
"Chester, TN",#0CA44D
"Hardeman, TN",#2FC169
"Fayette, TN",#2FC169
"Haywood, TN",#2FC169
"Madison, TN",#2FC169
"Crockett, TN",#54CC84
"Gibson, TN",#0CA44D
"Carroll, TN",#0CA44D
"Weakley, TN",#2FC169
"Obion, TN",#0CA44D
"Lake, TN",#2FC169
"Dyer, TN",#2FC169
"Lauderdale, TN",#2FC169
"Tipton, TN",#FFFFFF
"Shelby, TN",#2FC169
"Henderson, TN",#2FC169
"Henry, TN",#2FC169
"Benton, TN",#2FC169
"Decatur, TN",#2FC169
"Hardin, TN",#2FC169
"Lawrence, TN",#2FC169
"Wayne, TN",#2FC169
"Lewis, TN",#2FC169
"Perry, TN",#2FC169
"Hickman, TN",#54CC84
"Humphreys, TN",#54CC84
"Houston, TN",#54CC84
"Stewart, TN",#FFFFFF
"Montgomery, TN",#2FC169
"Robertson, TN",#2FC169
"Cheatham, TN",#0CA44D
"Dickson, TN",#2FC169
"Marshall, TN",#2FC169
"Williamson, TN",#54CC84
"Giles, TN",#0CA44D
"Maury, TN",#2FC169
"Lincoln, TN",#2FC169
"Moore, TN",#2FC169
"Bedford, TN",#2FC169
"Rutherford, TN",#2FC169
"Davidson, TN",#2FC169
"Sumner, TN",#FFFFFF
"Wilson, TN",#54CC84
"Cannon, TN",#0CA44D
"Coffee, TN",#54CC84
"Franklin, TN",#2FC169
"Marion, TN",#2FC169
"Sequatchie, TN",#2FC169
"Grundy, TN",#0CA44D
"Van Buren, TN",#0F934A
"Warren, TN",#2FC169
"White, TN",#2FC169
"DeKalb, TN",#2FC169
"Putnam, TN",#0F934A
"Trousdale, TN",#0CA44D
"Macon, TN",#2FC169
"Smith, TN",#2FC169
"Jackson, TN",#2FC169
"Overton, TN",#2FC169
"Clay, TN",#0CA44D
"Pickett, TN",#2FC169
"Bledsoe, TN",#2FC169
"Fentress, TN",#2FC169
"Cumberland, TN",#2FC169
"Rhea, TN",#0F934A
"Meigs, TN",#2FC169
"Hamilton, TN",#2FC169
"Bradley, TN",#2FC169
"Polk, TN",#2FC169
"Monroe, TN",#2FC169
"McMinn, TN",#2FC169
"Roane, TN",#2FC169
"Morgan, TN",#2FC169
"Scott, TN",#2FC169
"Campbell, TN",#0CA44D
"Anderson, TN",#0F934A
"Loudon, TN",#2FC169
"Blount, TN",#2FC169
"Sevier, TN",#2FC169
"Knox, TN",#2FC169
"Union, TN",#137046
"Claiborne, TN",#0CA44D
"Hancock, TN",#2FC169
"Grainger, TN",#0CA44D
"Hamblen, TN",#2FC169
"Jefferson, TN",#2FC169
"Cocke, TN",#54CC84
"Unicoi, TN",#137046
"Hawkins, TN",#2FC169
"Greene, TN",#0CA44D
"Washington, TN",#2FC169
"Carter, TN",#0CA44D
"Bowie, TX",#2FC169
"Red River, TX",#0F934A
"Crosby, TX",#54CC84
"Lubbock, TX",#2FC169
"Hockley, TX",#54CC84
"Cochran, TX",#54CC84
"Floyd, TX",#2FC169
"Hale, TX",#2FC169
"Lamb, TX",#2FC169
"Bailey, TX",#2FC169
"Briscoe, TX",#2FC169
"Swisher, TX",#FFFFFF
"Castro, TX",#0CA44D
"Parmer, TX",#2FC169
"Armstrong, TX",#0CA44D
"Randall, TX",#0F934A
"Deaf Smith, TX",#2FC169
"Carson, TX",#0CA44D
"Potter, TX",#2FC169
"Oldham, TX",#2FC169
"Hutchinson, TX",#54CC84
"Moore, TX",#2FC169
"Hartley, TX",#2FC169
"Hansford, TX",#2FC169
"Sherman, TX",#2FC169
"Dallam, TX",#2FC169
"Hudspeth, TX",#54CC84
"El Paso, TX",#2FC169
"Lynn, TX",#2FC169
"Terry, TX",#FFFFFF
"Yoakum, TX",#2FC169
"Dawson, TX",#2FC169
"Gaines, TX",#0CA44D
"Martin, TX",#2FC169
"Andrews, TX",#0F934A
"Midland, TX",#2FC169
"Ector, TX",#2FC169
"Crane, TX",#54CC84
"Presidio, TX",#0F934A
"Culberson, TX",#2FC169
"Ward, TX",#2FC169
"Winkler, TX",#54CC84
"Loving, TX",#2FC169
"Reeves, TX",#0F934A
"Jeff Davis, TX",#2FC169
"Brewster, TX",#2FC169
"Terrell, TX",#FFFFFF
"Pecos, TX",#2FC169
"Upton, TX",#137046
"Reagan, TX",#0F934A
"Glasscock, TX",#0CA44D
"Howard, TX",#54CC84
"Borden, TX",#2FC169
"Garza, TX",#0CA44D
"Scurry, TX",#2FC169
"Mitchell, TX",#2FC169
"Sterling, TX",#FFFFFF
"Irion, TX",#2FC169
"Crockett, TX",#54CC84
"Val Verde, TX",#0F934A
"Zapata, TX",#2FC169
"Jim Hogg, TX",#2FC169
"Starr, TX",#2FC169
"Willacy, TX",#54CC84
"Hidalgo, TX",#54CC84
"Brooks, TX",#2FC169
"Kenedy, TX",#2FC169
"Kleberg, TX",#2FC169
"Jim Wells, TX",#2FC169
"Nueces, TX",#54CC84
"San Patricio, TX",#2FC169
"Calhoun, TX",#0CA44D
"Refugio, TX",#0F934A
"Bee, TX",#2FC169
"Live Oak, TX",#2FC169
"McMullen, TX",#2FC169
"Duval, TX",#2FC169
"Webb, TX",#2FC169
"La Salle, TX",#2FC169
"Dimmit, TX",#2FC169
"Maverick, TX",#2FC169
"Kinney, TX",#2FC169
"Edwards, TX",#2FC169
"Real, TX",#0F934A
"Uvalde, TX",#2FC169
"Zavala, TX",#2FC169
"Frio, TX",#2FC169
"Goliad, TX",#0CA44D
"Victoria, TX",#78D79E
"DeWitt, TX",#2FC169
"Karnes, TX",#2FC169
"Wilson, TX",#54CC84
"Atascosa, TX",#78D79E
"Medina, TX",#2FC169
"Bandera, TX",#2FC169
"Kerr, TX",#2FC169
"Gillespie, TX",#0CA44D
"Blanco, TX",#2FC169
"Kendall, TX",#2FC169
"Bexar, TX",#2FC169
"Guadalupe, TX",#2FC169
"Comal, TX",#54CC84
"Hays, TX",#2FC169
"Caldwell, TX",#0CA44D
"Gonzales, TX",#0CA44D
"Lavaca, TX",#2FC169
"Jackson, TX",#2FC169
"Matagorda, TX",#2FC169
"Wharton, TX",#2FC169
"Colorado, TX",#54CC84
"Bastrop, TX",#2FC169
"Fayette, TX",#2FC169
"Lee, TX",#2FC169
"Austin, TX",#78D79E
"Washington, TX",#2FC169
"Waller, TX",#2FC169
"Fort Bend, TX",#2FC169
"Brazoria, TX",#2FC169
"Galveston, TX",#0CA44D
"Montgomery, TX",#2FC169
"Harris, TX",#2FC169
"Chambers, TX",#0CA44D
"Hardin, TX",#2FC169
"Liberty, TX",#2FC169
"Jefferson, TX",#2FC169
"Orange, TX",#2FC169
"Travis, TX",#0CA44D
"Kent, TX",#2FC169
"Kimble, TX",#2FC169
"Sutton, TX",#FFFFFF
"Schleicher, TX",#2FC169
"Menard, TX",#2FC169
"Mason, TX",#2FC169
"Llano, TX",#2FC169
"Burnet, TX",#2FC169
"Williamson, TX",#54CC84
"Burleson, TX",#2FC169
"San Jacinto, TX",#2FC169
"Walker, TX",#2FC169
"Grimes, TX",#0CA44D
"Brazos, TX",#2FC169
"Madison, TX",#2FC169
"Leon, TX",#2FC169
"Robertson, TX",#2FC169
"Milam, TX",#2FC169
"Bell, TX",#2FC169
"Coryell, TX",#54CC84
"Lampasas, TX",#2FC169
"Mills, TX",#2FC169
"San Saba, TX",#2FC169
"McCulloch, TX",#2FC169
"Concho, TX",#54CC84
"Tom Green, TX",#0CA44D
"Coke, TX",#54CC84
"Runnels, TX",#2FC169
"Coleman, TX",#54CC84
"Brown, TX",#2FC169
"Comanche, TX",#54CC84
"Hamilton, TX",#2FC169
"Bosque, TX",#2FC169
"Falls, TX",#2FC169
"McLennan, TX",#2FC169
"Hill, TX",#54CC84
"Limestone, TX",#2FC169
"Freestone, TX",#2FC169
"Navarro, TX",#2FC169
"Somervell, TX",#2FC169
"Ellis, TX",#2FC169
"Johnson, TX",#2FC169
"Hood, TX",#54CC84
"Erath, TX",#2FC169
"Eastland, TX",#2FC169
"Callahan, TX",#0CA44D
"Taylor, TX",#FFFFFF
"Nolan, TX",#54CC84
"Fisher, TX",#2FC169
"Jones, TX",#2FC169
"Shackelford, TX",#2FC169
"Stephens, TX",#FFFFFF
"Palo Pinto, TX",#2FC169
"Parker, TX",#2FC169
"Tarrant, TX",#FFFFFF
"Dallas, TX",#2FC169
"Rockwall, TX",#2FC169
"Kaufman, TX",#2FC169
"Rains, TX",#0F934A
"Van Zandt, TX",#0F934A
"Henderson, TX",#2FC169
"Anderson, TX",#0F934A
"Houston, TX",#54CC84
"Trinity, TX",#0CA44D
"Polk, TX",#2FC169
"Newton, TX",#78D79E
"Jasper, TX",#2FC169
"Tyler, TX",#137046
"Angelina, TX",#0F934A
"Sabine, TX",#2FC169
"San Augustine, TX",#2FC169
"Shelby, TX",#2FC169
"Nacogdoches, TX",#2FC169
"Cherokee, TX",#0CA44D
"Panola, TX",#2FC169
"Rusk, TX",#2FC169
"Gregg, TX",#0CA44D
"Smith, TX",#2FC169
"Wood, TX",#54CC84
"Harrison, TX",#2FC169
"Upshur, TX",#137046
